VARIABLES = "t_hat"
  "Max_u"
  "Max_p"
  "Max_Mach"
  "Max_omega_z"
  "Min_omega_z"
  "Max_nu_t"
  "delta_omega_0"
  "delta_theta_0"
  "Min_p"
  "Max_dudy"
  "Max_uv"
  "Max_TKE"
  "Int_TKE"
  "Int_Pk"
  "Int_duidxjtauij"
  "Int_dTKEdt"
  "Min_Q"
  "Max_Q"
  "Int_rhoE"
  "Int_KE1"
ZONE T="Vortex_DNS_Statistics_OpenSBLI"
I=301
1.9600000000000002e+00 7.9754869911341086e-01 1.0059942097719414e+00 1.5922035129523149e-01 2.4133730386234607e+01 -5.2309963292139494e-01 1.9563918322772216e-03 1.9741666476746868e+01 2.0868495895601729e+01 9.7489677958298304e-01 1.4992866321773494e+01 -1.0385366753749384e-02 3.5887569325835686e-02 2.3756645888349439e-03 2.6008632055620678e-01 1.4353146659303118e-01 1.0487095745625788e-01 -6.9127818413352983e+01 1.9364348299154130e+02 1.5652796585836433e+02 4.2939890389045354e-01
1.9800000000000000e+00 8.0061696215041900e-01 1.0078258639952646e+00 1.5982040863279989e-01 2.4140090447156716e+01 -4.8445436225786603e-01 1.8939081717585671e-03 1.9701227770180271e+01 2.1200393273840149e+01 9.7471170389326067e-01 1.4950304600296509e+01 -1.0864868772910072e-02 3.6574839097615580e-02 2.3967846747939090e-03 2.6019668862536793e-01 1.4302124649665371e-01 1.0638754660825520e-01 -6.7752800896023132e+01 1.9258202393500963e+02 1.5652796393269676e+02 4.2936645773410886e-01
2.0000000000000000e+00 8.0373869184792102e-01 1.0066904593559425e+00 1.6032115257382443e-01 2.4216214230759814e+01 -5.1548184519090445e-01 1.9352082768753537e-03 1.9708896078561793e+01 2.1534113909906388e+01 9.7446452689714491e-01 1.4833460597277513e+01 -1.1481477129184008e-02 3.7117872553618550e-02 2.4182064666087573e-03 2.6212970212859849e-01 1.4260185734017250e-01 1.0767212644942031e-01 -7.0778635775174095e+01 1.9540057006538251e+02 1.5652795455295123e+02 4.2933652900768676e-01
2.0200000000000000e+00 8.0155328131526282e-01 1.0059186419810471e+00 1.5986912614187862e-01 2.4477869676109414e+01 -4.7893731742658247e-01 2.0003077254329713e-03 1.9788075092719961e+01 2.1868413083157634e+01 9.7487984412762851e-01 1.5071783414623287e+01 -1.2032713624386319e-02 3.7799194586244894e-02 2.4398250655938768e-03 2.6349584306642038e-01 1.4228212800239104e-01 1.0833499511942599e-01 -7.4313492792534134e+01 2.0214647777566071e+02 1.5652794578190316e+02 4.2930827865676940e-01
2.0400000000000000e+00 8.0274911595952381e-01 1.0055444375860094e+00 1.6027459474729117e-01 2.4252477549115834e+01 -4.5950134100786194e-01 2.0260074464922367e-03 1.9809598819921241e+01 2.2203300350582545e+01 9.7476990841941580e-01 1.4762542972337197e+01 -1.2154629722113366e-02 3.8480803121673880e-02 2.4615746117560818e-03 2.6230783962916421e-01 1.4205320028792714e-01 1.0973621248118921e-01 -7.3633506729027175e+01 2.0949990978236116e+02 1.5652795121857005e+02 4.2926996330935174e-01
2.0600000000000001e+00 8.1010048780437782e-01 1.0058933236388774e+00 1.6171692427698353e-01 2.4431182283540426e+01 -4.5316208580952477e-01 2.0058601396695224e-03 1.9948004557222038e+01 2.2539784948706657e+01 9.7377109993483379e-01 1.4780976916210790e+01 -1.2392829140024614e-02 3.9144283491686416e-02 2.4837258476858855e-03 2.6077790800394474e-01 1.4189594946530867e-01 1.1143904412451157e-01 -7.2647010819776199e+01 2.0206818394866337e+02 1.5652792850802530e+02 4.2921503646527692e-01
2.0800000000000001e+00 8.1266053784962744e-01 1.0063845138655727e+00 1.6221594123976113e-01 2.4087744479063410e+01 -4.0249114194551627e-01 2.2978804708351326e-03 2.0102636453480546e+01 2.2877747822624510e+01 9.7323225600801833e-01 1.4660865514594045e+01 -1.2524560336439703e-02 3.9475027849379042e-02 2.5060458133899688e-03 2.6034384025569113e-01 1.4180927490778852e-01 1.1127441564970568e-01 -7.2824091748067417e+01 2.0160648932232479e+02 1.5652787549449215e+02 4.2915817600682277e-01
2.1000000000000001e+00 8.1145372300115848e-01 1.0073553171883258e+00 1.6205665192447494e-01 2.4011606712766593e+01 -4.7720432251115474e-01 2.2346085810469171e-03 2.0227424885948842e+01 2.3216643062834191e+01 9.7252934334809671e-01 1.4527890961655601e+01 -1.2693372579843395e-02 3.9956165362690914e-02 2.5281409727661418e-03 2.6051880454014520e-01 1.4180132985166327e-01 1.0947236714795862e-01 -6.8723920425164238e+01 2.0587498623573404e+02 1.5652785943169553e+02 4.2910630635019992e-01
2.1200000000000001e+00 8.1562284152204700e-01 1.0084023166437639e+00 1.6294197495169399e-01 2.4085629558644868e+01 -4.9235332685767885e-01 2.3073391256328104e-03 2.0371791555981254e+01 2.3552268825836784e+01 9.7319339834999841e-01 1.4409850812956213e+01 -1.2717392818064544e-02 4.0528804819546571e-02 2.5498370148388395e-03 2.5907086163822401e-01 1.4186776955737182e-01 1.0823074913541642e-01 -7.2681461956303679e+01 2.0060807010746657e+02 1.5652788680122165e+02 4.2906789759182090e-01
2.1400000000000001e+00 8.1813985780458898e-01 1.0073197399544529e+00 1.6360155061156667e-01 2.4127352502930037e+01 -4.5369038576791265e-01 3.1588692045681809e-03 2.0639947292928898e+01 2.3885619351048746e+01 9.7163903837162446e-01 1.4122194048763390e+01 -1.2803258000916839e-02 4.1096896692617721e-02 2.5713217781217507e-03 2.5732534466728063e-01 1.4201604295927839e-01 1.0500016716831488e-01 -7.0455378231546902e+01 2.0509809700083844e+02 1.5652792763691218e+02 4.2903628201188460e-01
2.1600000000000001e+00 8.2346072964778971e-01 1.0064881290768430e+00 1.6479253356537563e-01 2.3908242502555932e+01 -4.2027480522258659e-01 2.5943683384679625e-03 2.0918063660733591e+01 2.4210311218972276e+01 9.7185095867370264e-01 1.3860326553851280e+01 -1.2656620964243248e-02 4.1682457591453351e-02 2.5917384583098394e-03 2.5733059820821508e-01 1.4225152185738835e-01 9.9903620969828175e-02 -6.9230488923857394e+01 1.9811790765734176e+02 1.5652794548755386e+02 4.2902805203515049e-01
2.1800000000000002e+00 8.2448271654399807e-01 1.0060144551559651e+00 1.6512229417324398e-01 2.3680559731385625e+01 -4.0753347590559358e-01 3.0287895858950985e-03 2.1186676049404699e+01 2.4524543027064112e+01 9.7312875987998704e-01 1.3423426826872044e+01 -1.2600933893629544e-02 4.2407572246247895e-02 2.6113521193301885e-03 2.5065140232712407e-01 1.4257680593746361e-01 9.6350394859921862e-02 -7.0584507046739546e+01 1.9715644270555788e+02 1.5652794191604082e+02 4.2901986234607670e-01
2.2000000000000002e+00 8.2471827668838615e-01 1.0053182153730365e+00 1.6512873499131081e-01 2.3830416810943323e+01 -4.8082414066307461e-01 2.8409659447017448e-03 2.1623471076783616e+01 2.4835395095476706e+01 9.7305679458655070e-01 1.3405009096512641e+01 -1.2049500079284740e-02 4.3080369734559414e-02 2.6303110541787511e-03 2.4694412911990010e-01 1.4296301795619346e-01 9.3296405411196673e-02 -7.1931759903702257e+01 2.0717762959420094e+02 1.5652792983561736e+02 4.2899400388647579e-01
2.2199999999999998e+00 8.2533477182156711e-01 1.0056848438676409e+00 1.6517869064158769e-01 2.3955106639498258e+01 -4.7017190506812229e-01 3.0440959051642848e-03 2.1944957805028491e+01 2.5139615045952830e+01 9.7325192823617312e-01 1.3226983324530424e+01 -1.1309086050031423e-02 4.3665189041982723e-02 2.6486615974092320e-03 2.4300795497454925e-01 1.4340102651072989e-01 9.0334624607058642e-02 -7.2130786465642444e+01 2.0786687213455033e+02 1.5652792599631803e+02 4.2895299186519070e-01
2.2400000000000002e+00 8.2552959854886510e-01 1.0051348626062147e+00 1.6539815564062840e-01 2.3890125939808559e+01 -4.5556028666355480e-01 2.8825409490735006e-03 2.2411109710810265e+01 2.5429735059561288e+01 9.7200849681058277e-01 1.2815242178230056e+01 -1.0853848279803725e-02 4.4195210957200678e-02 2.6663029099553213e-03 2.3325186203046946e-01 1.4387409518051669e-01 8.5028515406697883e-02 -7.3290996572690631e+01 2.0947751406742876e+02 1.5652790895462405e+02 4.2888639910841470e-01
2.2600000000000002e+00 8.2949719818653489e-01 1.0057015797168027e+00 1.6648774604490355e-01 2.3378594945315204e+01 -5.0199116639375962e-01 3.1771666217023284e-03 2.2958930835640704e+01 2.5708063369284005e+01 9.7023656810726999e-01 1.2475690345671797e+01 -1.0184462443943883e-02 4.4433331809333100e-02 2.6824838664858109e-03 2.2561583154173104e-01 1.4435723572767239e-01 7.6576510662654640e-02 -7.1710560594438604e+01 1.9490987495567182e+02 1.5652786585027221e+02 4.2881108284421043e-01
2.2800000000000002e+00 8.2895768316601237e-01 1.0075038156835507e+00 1.6653736881004605e-01 2.3408188664039759e+01 -4.8045339509741086e-01 3.4762158925532179e-03 2.3476746834000114e+01 2.5971832875425363e+01 9.7002795695625565e-01 1.2067688668063964e+01 -9.3844883006608572e-03 4.4536741718330955e-02 2.6968207698153030e-03 2.2237312144240079e-01 1.4486238374516591e-01 6.6349856510864183e-02 -7.1931910407428234e+01 1.9995655457125386e+02 1.5652784678607651e+02 4.2875065975527649e-01
2.2999999999999998e+00 8.2933658960417245e-01 1.0072521281071245e+00 1.6673670523358658e-01 2.3230844507166431e+01 -4.4751363332753546e-01 3.2187928824182017e-03 2.3942241833908824e+01 2.6214132844808141e+01 9.7020764338375176e-01 1.1813695584569853e+01 -8.8966868415604507e-03 4.4750478232375789e-02 2.7090208506987110e-03 2.1465134498617341e-01 1.4539722128070795e-01 5.6519116277496340e-02 -7.4097296215175191e+01 1.9583962870348046e+02 1.5652785328379244e+02 4.2871546147675405e-01
2.3199999999999998e+00 8.2519898334102826e-01 1.0055823750254045e+00 1.6651953961650789e-01 2.3283500025154414e+01 -4.4865169638533264e-01 3.3635353451852896e-03 2.4467762208833278e+01 2.6432716765027930e+01 9.6969142810304243e-01 1.1296051260228506e+01 -8.2791443298067917e-03 4.5260577228777903e-02 2.7193591280324490e-03 2.0578316652072887e-01 1.4596805298974383e-01 4.5302892163379405e-02 -7.6345179800066092e+01 1.9571171036119080e+02 1.5652787460052923e+02 4.2869639943503657e-01
2.3400000000000003e+00 8.2617804822143470e-01 1.0050154337711483e+00 1.6694725358058038e-01 2.3339765284463851e+01 -4.6742935912589112e-01 3.3491843623165707e-03 2.5139968295579440e+01 2.6629714455174341e+01 9.7033809973025009e-01 1.1076883047037297e+01 -7.6983919527368275e-03 4.5566035430599519e-02 2.7271448531569942e-03 1.9535127446585537e-01 1.4656095918450837e-01 3.4202222453905924e-02 -7.4893837294809032e+01 2.0003100010739590e+02 1.5652790447627365e+02 4.2869073169821692e-01
2.3600000000000003e+00 8.2629456509485810e-01 1.0041743080865564e+00 1.6674549940070796e-01 2.3705504357789160e+01 -4.6053813423818429e-01 3.6672804234624224e-03 2.5790708480847890e+01 2.6806385418627460e+01 9.7103262890843278e-01 1.0908021529439408e+01 -7.5055499552234613e-03 4.5989355759515980e-02 2.7330858482894592e-03 1.8599597900685982e-01 1.4717768161763239e-01 2.4009260514862955e-02 -7.8306005623277699e+01 2.0240582536376900e+02 1.5652792067240921e+02 4.2867978643075300e-01
2.3799999999999999e+00 8.1974277128738071e-01 1.0049077711660952e+00 1.6543892481708844e-01 2.3435094770783870e+01 -4.3513767265876374e-01 3.0457617262171287e-03 2.6289451208775372e+01 2.6962218999305275e+01 9.7146894117207006e-01 1.0541659794640854e+01 -7.2778810392640590e-03 4.6186476514348630e-02 2.7367492788654122e-03 1.7588229644954509e-01 1.4781188948865309e-01 1.3749963797794062e-02 -7.0581338365287507e+01 1.9887476081770052e+02 1.5652791617783598e+02 4.2865246241176996e-01
2.3999999999999999e+00 8.1311527637701531e-01 1.0039987842323674e+00 1.6487885359795604e-01 2.3445251011199392e+01 -4.3644596602056290e-01 2.7227390377147645e-03 2.6793045794513457e+01 2.7091347576666081e+01 9.7049929894499842e-01 1.0450327486281545e+01 -6.9892968672834680e-03 4.5991423962347441e-02 2.7385723084641235e-03 1.6134880490928435e-01 1.4843242834200090e-01 3.3881515776130466e-03 -7.5779991379384143e+01 2.0306919425721284e+02 1.5652791378667155e+02 4.2860781220097410e-01
2.4199999999999999e+00 8.0831675779579171e-01 1.0040479599682268e+00 1.6440580502268420e-01 2.3541343033234398e+01 -4.6290245730882823e-01 2.6640090221713300e-03 2.7366893437598328e+01 2.7192541235232056e+01 9.7036334530985324e-01 1.0309654475543734e+01 -6.8962521160671310e-03 4.5945971296196250e-02 2.7380366214395978e-03 1.5013757337338832e-01 1.4902474457672862e-01 -8.2741752866720038e-03 -7.5100339779087321e+01 2.0289529229220400e+02 1.5652789938285935e+02 4.2854946276552658e-01
2.4400000000000004e+00 8.0413431033756488e-01 1.0051635748401195e+00 1.6398335175722170e-01 2.3926572062592182e+01 -4.0871055997150857e-01 2.4664724314490179e-03 2.7932950046715419e+01 2.7268446010698085e+01 9.6917896684601990e-01 1.0246831595293774e+01 -6.7394792348769491e-03 4.5871952263749904e-02 2.7352530250966743e-03 1.3805928262547440e-01 1.4957952560481053e-01 -1.9783441334749033e-02 -7.9299767632879806e+01 2.0737103975277770e+02 1.5652785227243174e+02 4.2848364466595185e-01
2.4600000000000000e+00 7.9784209368445769e-01 1.0057552513597954e+00 1.6263433162655019e-01 2.3649645529493952e+01 -4.2719367561065930e-01 2.0662807648884861e-03 2.8354711693790041e+01 2.7318899762229250e+01 9.6901558983492375e-01 1.0165179493975167e+01 -6.6164941128292300e-03 4.5591496676231767e-02 2.7300530326138379e-03 1.2941978955287139e-01 1.5009595262194420e-01 -3.2676843047982913e-02 -7.3549442660679091e+01 2.0815670584155987e+02 1.5652783092148181e+02 4.2842408562086393e-01
2.4800000000000000e+00 7.8495229550291001e-01 1.0058444846786507e+00 1.6068366642189763e-01 2.4098651291660190e+01 -4.6469698183211910e-01 2.2105029527459117e-03 2.8807412791407909e+01 2.7339331209467510e+01 9.6896905258902311e-01 1.0155675016790267e+01 -6.5085778394936957e-03 4.5247064159491514e-02 2.7221838570614383e-03 1.2347935169363115e-01 1.5059096550443521e-01 -4.5584662381894500e-02 -7.0304335739930153e+01 2.0906350234936014e+02 1.5652783212800122e+02 4.2839032827586510e-01
2.5000000000000000e+00 7.7890967071943240e-01 1.0049933204675354e+00 1.5983683487936870e-01 2.3776551830747408e+01 -4.3182658693315379e-01 2.2155635692384526e-03 2.9233651664543448e+01 2.7325612600214157e+01 9.6952180493054463e-01 1.0109473799072791e+01 -6.2416857950067907e-03 4.4665434628503739e-02 2.7119077004728663e-03 1.1184160783972069e-01 1.5105118205660956e-01 -5.7015082287142589e-02 -6.9572304815377620e+01 2.0105308613002273e+02 1.5652784070710604e+02 4.2837810848156976e-01
2.5200000000000000e+00 7.6930484601340843e-01 1.0041452501940904e+00 1.5801614727796531e-01 2.3719558436763865e+01 -4.1977110600742062e-01 2.0734097215448595e-03 2.9402397287217241e+01 2.7283106127697895e+01 9.7059663248591943e-01 1.0102446302319985e+01 -6.0592492433275916e-03 4.4265927232623459e-02 2.6994935576854519e-03 1.0376090570990568e-01 1.5146866827711714e-01 -6.6734273235792049e-02 -7.3702517468033662e+01 2.0703683368186043e+02 1.5652784777245114e+02 4.2837468249763400e-01
2.5400000000000000e+00 7.5721236178267248e-01 1.0039023743005320e+00 1.5614210756246694e-01 2.3830841398976727e+01 -4.2970246539037066e-01 1.9530538780667898e-03 2.9330627443320765e+01 2.7217575787266259e+01 9.7166312891989448e-01 1.0257557153207605e+01 -5.8401228514333419e-03 4.3777480644174402e-02 2.6853668350950884e-03 9.5484201027861745e-02 1.5183275293326667e-01 -7.3947596615847558e-02 -7.1640325014880688e+01 2.0633734235431004e+02 1.5652786635045643e+02 4.2836351976243392e-01
2.5600000000000001e+00 7.4612120498737444e-01 1.0042197960303731e+00 1.5403124898414311e-01 2.4056486533665840e+01 -3.8281419250975535e-01 1.7774160458115934e-03 2.9211979622690169e+01 2.7131050859865997e+01 9.7177244867786339e-01 1.0284385265276054e+01 -5.5966019319563191e-03 4.3528282201889229e-02 2.6700191898051096e-03 8.6448344582816736e-02 1.5211081033628754e-01 -7.9462198304484324e-02 -7.3227242756996134e+01 2.0425359819800954e+02 1.5652787742683893e+02 4.2833230199257455e-01
2.5800000000000001e+00 7.3094113335862276e-01 1.0048334323177444e+00 1.5172915118207339e-01 2.3834786460305029e+01 -4.1275832758903686e-01 1.6116941876799650e-03 2.8823599581582720e+01 2.7019883847078781e+01 9.7089465313227630e-01 1.0704620885749149e+01 -5.4059079510690210e-03 4.3094055732054118e-02 2.6535869893081678e-03 8.2760067114865346e-02 1.5228718400356797e-01 -8.5256607838760323e-02 -7.0848903122281754e+01 1.9911146786220777e+02 1.5652788337941118e+02 4.2828440515657962e-01
2.6000000000000001e+00 7.1855570595374751e-01 1.0058500561236607e+00 1.4941167154936325e-01 2.4312420039043108e+01 -4.2666070844454151e-01 1.6657022078343403e-03 2.8320174417564807e+01 2.6880993714877800e+01 9.7137172830098883e-01 1.1113161372034938e+01 -5.2734665763453847e-03 4.2457614685767642e-02 2.6359640673208505e-03 7.7355705195126287e-02 1.5236385365721411e-01 -9.0324754756670331e-02 -6.5158198180349046e+01 2.1473000623527312e+02 1.5652787613416112e+02 4.2824139652382731e-01
2.6200000000000001e+00 7.0846316141890242e-01 1.0051432509352136e+00 1.4705010932685392e-01 2.4302459964445855e+01 -4.4606516444799571e-01 1.4831673210908790e-03 2.7988070092301673e+01 2.6714637351732730e+01 9.7103857316204156e-01 1.1343503966345427e+01 -5.1502136693995599e-03 4.1980537037416818e-02 2.6175417140340360e-03 7.3079808278775887e-02 1.5232954294669207e-01 -9.3955362947373000e-02 -6.6871552095088319e+01 2.1655130937729979e+02 1.5652783387234007e+02 4.2819934100339685e-01
2.6399999999999997e+00 6.9987850846416733e-01 1.0051819104038850e+00 1.4488194405842464e-01 2.4574766176588998e+01 -4.1653690183950376e-01 1.4621168249443599e-03 2.7511612838458021e+01 2.6522749356412078e+01 9.7152797564124149e-01 1.1904166773006542e+01 -4.9985018589619448e-03 4.1608867733703592e-02 2.5984363990280649e-03 7.3320408685540808e-02 1.5220112135283714e-01 -9.7147568664897918e-02 -7.0270144521495169e+01 2.2047253072282871e+02 1.5652781151493215e+02 4.2816745193272721e-01
2.6600000000000001e+00 6.9486952145864100e-01 1.0053366277682656e+00 1.4141929455943020e-01 2.4758145256834830e+01 -4.3698299211547537e-01 1.3797926450161387e-03 2.6957988594328484e+01 2.6311108083298912e+01 9.7269222767800956e-01 1.2351081461798485e+01 -4.7902984906948113e-03 4.1339445431361879e-02 2.5788585140395824e-03 7.2507033331954518e-02 1.5198847053057324e-01 -9.7316669806242040e-02 -6.8610152613341469e+01 2.1973452405140424e+02 1.5652780378071844e+02 4.2814201470681484e-01
2.6800000000000002e+00 6.8791265042690686e-01 1.0052084730852855e+00 1.3867815725280783e-01 2.4994381874530077e+01 -4.0777692557450451e-01 1.3558959348398921e-03 2.6189271314024179e+01 2.6083855973142057e+01 9.7285198623803337e-01 1.2855835144435908e+01 -4.6449401397668346e-03 4.0939474787299666e-02 2.5596526321609784e-03 7.4480481324696396e-02 1.5168736961470558e-01 -9.5126092252010602e-02 -6.4872209518198147e+01 2.2328340844006536e+02 1.5652780658768160e+02 4.2811735667057194e-01
2.7000000000000002e+00 6.7800097861118247e-01 1.0059114701652925e+00 1.3609817570148500e-01 2.5134194586568807e+01 -4.1637071695264538e-01 1.2792212190695560e-03 2.5536674374756611e+01 2.5838282863971351e+01 9.7280779455608346e-01 1.3388211401577724e+01 -4.4735400964855286e-03 4.0753182737192514e-02 2.5408315866323208e-03 7.8246210043475345e-02 1.5130582550841912e-01 -9.3056156200474360e-02 -6.6498766947167795e+01 2.2128027612127380e+02 1.5652781090063169e+02 4.2809410614486937e-01
2.7199999999999998e+00 6.7494997848756433e-01 1.0055311424368041e+00 1.3508976601198577e-01 2.5171847479857792e+01 -4.2228380671007015e-01 1.3078309945039432e-03 2.4739089862376506e+01 2.5573214925525349e+01 9.7367796356279113e-01 1.3942658885008626e+01 -4.2663348262894519e-03 4.0417675293036644e-02 2.5225236011747949e-03 7.9601863336126288e-02 1.5084714491188292e-01 -8.9402929877873641e-02 -6.5735298441616479e+01 2.1319464736983412e+02 1.5652781215902132e+02 4.2807502336719155e-01
2.7399999999999998e+00 6.7041214363882362e-01 1.0055153194530508e+00 1.3419826287041725e-01 2.4868161530157138e+01 -4.4002582723362510e-01 1.2566856034483256e-03 2.3879308489633431e+01 2.5289952462843189e+01 9.7415423326461714e-01 1.4105893267070696e+01 -4.1040428465182041e-03 4.0159990804807623e-02 2.5051610410312562e-03 8.2882897114434306e-02 1.5031044310377725e-01 -8.4234702180603180e-02 -5.8860539703717038e+01 2.1560602544590347e+02 1.5652781127745484e+02 4.2805320746823727e-01
2.7600000000000002e+00 6.6464923144074439e-01 1.0065091115586267e+00 1.3292911647810088e-01 2.4643159712410284e+01 -4.3559252747761223e-01 1.3613446285210850e-03 2.2445180427763226e+01 2.4993090484570281e+01 9.7454194296555652e-01 1.4332648286033731e+01 -3.9291659748002111e-03 3.9836105331299554e-02 2.4888552990593644e-03 8.8433033406012343e-02 1.4972969710303993e-01 -7.8988740109065564e-02 -5.8293646366702689e+01 2.1606218952388863e+02 1.5652782710963959e+02 4.2802861403222114e-01
2.7800000000000002e+00 6.5922030837969892e-01 1.0056444511235600e+00 1.3199959589796914e-01 2.4408471832726349e+01 -4.2359234577138677e-01 1.2723026987112339e-03 2.0856877962909582e+01 2.4686305694532809e+01 9.7523968743678968e-01 1.4482173985941090e+01 -3.7788744039776155e-03 3.9870739011150368e-02 2.4736484549423236e-03 9.3408705499403097e-02 1.4912226210252280e-01 -7.2339970519682245e-02 -5.8018388505565412e+01 2.1601883682121348e+02 1.5652783937880764e+02 4.2799588931525562e-01
2.7999999999999998e+00 6.5532833025672876e-01 1.0057681652819124e+00 1.3303860502501483e-01 2.4238019313166873e+01 -4.3308710813156365e-01 1.3016569561131752e-03 1.9060311636848944e+01 2.4371354512803421e+01 9.7463220389811500e-01 1.4789408281502034e+01 -3.6347795411653602e-03 3.9937371333038679e-02 2.4599958887250857e-03 9.8685777157292154e-02 1.4846250409343476e-01 -6.4286418339990770e-02 -5.9926439259713348e+01 2.0834514672775302e+02 1.5652781058913376e+02 4.2795524221964160e-01
2.8199999999999998e+00 6.5050123989912034e-01 1.0075424539617475e+00 1.3413501143555834e-01 2.4266156189688019e+01 -4.2608668553607570e-01 2.0058932238361240e-03 1.7322757873216233e+01 2.4049859687617211e+01 9.7474353862012664e-01 1.5225212714176637e+01 -3.7272221162540711e-03 3.9767690301501554e-02 2.4479016876042623e-03 1.0668120493732725e-01 1.4775442845124767e-01 -5.7045072275922148e-02 -5.4623204121764815e+01 1.9830296348234592e+02 1.5652778759412348e+02 4.2792000423943383e-01
2.8399999999999999e+00 6.4729425050753209e-01 1.0085212751510384e+00 1.3534744706201807e-01 2.4108423214296202e+01 -4.3759287563122945e-01 1.3440801686986812e-03 1.5885501440603679e+01 2.3724701634268651e+01 9.7532369460444446e-01 1.5342317208807129e+01 -4.1897645126178513e-03 3.9844651183203614e-02 2.4371685643708530e-03 1.1483745275120225e-01 1.4701431942411308e-01 -5.0120956698923316e-02 -6.2023916089604079e+01 2.0057624960818970e+02 1.5652777666057867e+02 4.2789112988598893e-01
2.8600000000000003e+00 6.4395844017559367e-01 1.0074328669803396e+00 1.3669495664279588e-01 2.4144636321032571e+01 -4.5205176647758566e-01 1.7582306292213859e-03 1.4735717046155273e+01 2.3399379736366054e+01 9.7629452288660279e-01 1.5541323589119033e+01 -5.4302935623340431e-03 3.9842421486389279e-02 2.4279380335706785e-03 1.1948631202402582e-01 1.4625782871125373e-01 -4.1335489215808069e-02 -5.2381882566373235e+01 2.0152552892962544e+02 1.5652778084982364e+02 4.2786958861144070e-01
2.8799999999999999e+00 6.4128553964390167e-01 1.0060945094719964e+00 1.3840184668390854e-01 2.3957494492809353e+01 -4.3239267729180669e-01 1.4878380290992371e-03 1.3850257260890595e+01 2.3079720011617880e+01 9.7556714169078418e-01 1.5666663647055836e+01 -6.8313298671694748e-03 3.9910838716279776e-02 2.4205769525338342e-03 1.2929714834461531e-01 1.4548452593148792e-01 -3.4145259324544576e-02 -5.4866681838355511e+01 1.9567488527598437e+02 1.5652778448169633e+02 4.2784509779444213e-01
2.8999999999999999e+00 6.3519092802907251e-01 1.0067678601412231e+00 1.3961705906740912e-01 2.3688363591929729e+01 -4.3302944260882942e-01 1.5118106333208308e-03 1.3239944633577176e+01 2.2770160783432850e+01 9.7742616335486132e-01 1.5717585266039517e+01 -8.2380287630654421e-03 3.9867362175778867e-02 2.4143739670260461e-03 1.3783509051081044e-01 1.4471733333592460e-01 -2.4919524580660980e-02 -6.3541654207534059e+01 1.9235875027013515e+02 1.5652778814964287e+02 4.2783133150717340e-01
2.9199999999999999e+00 6.3301948713141987e-01 1.0093635282139071e+00 1.4128606647499747e-01 2.3549211131116873e+01 -4.6188927425219806e-01 1.3592616344849401e-03 1.2901838737819306e+01 2.2477424226288939e+01 9.7682749069156061e-01 1.6059250660748461e+01 -9.2616435340533657e-03 3.9934462354341844e-02 2.4106046543926991e-03 1.3983867909104525e-01 1.4392578056949018e-01 -1.5659418125041669e-02 -5.4543079586341157e+01 2.0100193124840749e+02 1.5652777686782704e+02 4.2780507842510684e-01
2.9399999999999999e+00 6.4220281439868865e-01 1.0082215435145245e+00 1.4243069439518574e-01 2.3685069467032847e+01 -4.5828382791135835e-01 1.3858017369544795e-03 1.2773702441758742e+01 2.2201421421762443e+01 9.7667259698749209e-01 1.6131239473907247e+01 -1.0361328676325532e-02 4.0035292785286725e-02 2.4079665074351877e-03 1.4840904212236322e-01 1.4313195630152936e-01 -9.4747485461996843e-03 -5.4003003275129515e+01 1.9503153771206101e+02 1.5652777280372780e+02 4.2776728377734202e-01
2.9600000000000000e+00 6.5775320669844883e-01 1.0075828106421050e+00 1.4382336585131433e-01 2.3375476482920678e+01 -4.2097936266071700e-01 1.3617462931749650e-03 1.2882866281943956e+01 2.1946636557380348e+01 9.7635684400552603e-01 1.6071072885083783e+01 -1.1329143331364668e-02 4.0266011401690630e-02 2.4068998793070695e-03 1.5443613988222568e-01 1.4234752349566171e-01 -9.8386743801771826e-04 -5.7692531259675462e+01 1.9705943905940362e+02 1.5652778385712901e+02 4.2772246220881721e-01
2.9800000000000000e+00 6.7694494071025269e-01 1.0086451466556616e+00 1.4626297654947001e-01 2.3411506060343104e+01 -4.1781566590968489e-01 1.3697662348847496e-03 1.3247220935582506e+01 2.1710087222265816e+01 9.7520719249643228e-01 1.6112915382396935e+01 -1.2022252059254002e-02 4.0446046485318410e-02 2.4074751628518879e-03 1.5951634702961906e-01 1.4156381175896232e-01 5.6145751245287191e-03 -5.1359423425652039e+01 1.9966130829601198e+02 1.5652777596395137e+02 4.2767935727827305e-01
3.0000000000000000e+00 6.9513112855915637e-01 1.0075858027114475e+00 1.4794717657930473e-01 2.3378957490045028e+01 -4.4208158215680232e-01 1.4751716720802211e-03 1.3837180417489369e+01 2.1491038616503992e+01 9.7596555609648072e-01 1.6012476287329857e+01 -1.2429477498282595e-02 4.0363647475011810e-02 2.4090351795775398e-03 1.6667395081601022e-01 1.4078110106843728e-01 1.0141017127657848e-02 -5.2506982001541921e+01 1.9201573291123660e+02 1.5652776406372107e+02 4.2765849772515524e-01
